Playlist,Categoria,Rotulo,Posicao,Musica,Artista,Duracao,Link_Spotify
TB 100 Vol. 6,Volume,Vol. 6,41,Breaking the Habit,Linkin Park,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,42,Arabella,Arctic Monkeys,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,43,Smile Like You Mean It,The Killers,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,44,In Between Days,The Cure,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,45,Strangelove,Depeche Mode,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,46,The Day I Tried to Live,Soundgarden,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,47,Dead Leaves and the Dirty Ground,The White Stripes,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,48,Take Me to the River,Talking Heads,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,49,Tender,Blur,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,50,Private Investigations,Dire Straits,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,51,Crazy,Aerosmith,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,52,Imitation of Life,R.E.M.,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,53,Panic,The Smiths,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,54,Knights of Cydonia,Muse,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,55,Why Can't This Be Love,Van Halen,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,56,Learning to Fly,Tom Petty and the Heartbreakers,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,57,Still the Same,Bob Seger,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,58,White Riot,The Clash,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,59,Tired of Waiting for You,The Kinks,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,60,Sweet Leaf,Black Sabbath,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,61,Express Yourself,Madonna,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,62,I Have Nothing,Whitney Houston,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,63,Better Be Good to Me,Tina Turner,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,64,SOS,ABBA,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,65,Words,Bee Gees,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,66,I Drove All Night,Cyndi Lauper,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,67,When We Were Young,Adele,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,68,Valerie,Amy Winehouse,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,69,Bring It On Home to Me,Sam Cooke,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,70,Mr. Pitiful,Otis Redding,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,71,Love on Top,Beyoncé,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,72,Disturbia,Rihanna,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,73,Telephone,Lady Gaga,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,74,Hot n Cold,Katy Perry,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,75,Look What You Made Me Do,Taylor Swift,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,76,Bad Habits,Ed Sheeran,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,77,The Lazy Song,Bruno Mars,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,78,Earned It,The Weeknd,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,79,Houdini,Dua Lipa,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,80,Alive,Sia,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,81,Not Afraid,Eminem,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,82,Dirt Off Your Shoulder,Jay-Z,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,83,Jesus Walks,Kanye West,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,84,Not Like Us,Kendrick Lamar,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,85,Nice for What,Drake,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,86,Keep Ya Head Up,2Pac,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,87,Notorious Thugs,The Notorious B.I.G.,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,88,Signs,Snoop Dogg,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,89,I Need a Doctor,Dr. Dre,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,90,Rosa Parks,OutKast,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,91,Try Sleeping with a Broken Heart,Alicia Keys,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,92,Love Me Now,John Legend,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,93,Dancing with a Stranger,Sam Smith,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,94,Perfect Places,Lorde,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,95,Bury a Friend,Billie Eilish,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,96,Whatever It Takes,Imagine Dragons,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,97,One More Night,Maroon 5,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,98,Stop and Stare,OneRepublic,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,99,Digital Love,Daft Punk,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 6,Volume,Vol. 6,100,Evil Ways,Santana,,https://open.spotify.com/playlist/7dvf1rqlbzXxOR3CQ5haVv
TB 100 Vol. 7,Volume,Vol. 7,1,Crazy Little Thing Called Love,Queen,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,2,A Hard Day's Night,The Beatles,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,3,The Way You Make Me Feel,Michael Jackson,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,4,Good Times Bad Times,Led Zeppelin,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,5,Rape Me,Nirvana,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,6,Jumpin' Jack Flash,The Rolling Stones,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,7,Subterranean Homesick Blues,Bob Dylan,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,8,Rebel Rebel,David Bowie,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,9,Cream,Prince,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,10,The River,Bruce Springsteen,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,11,Vertigo,U2,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,12,Us and Them,Pink Floyd,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,13,I Can See for Miles,The Who,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,14,For Those About to Rock (We Salute You),AC/DC,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,15,Seek & Destroy,Metallica,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,16,You Could Be Mine,Guns N' Roses,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,17,Witchy Woman,Eagles,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,18,Don't Stop,Fleetwood Mac,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,19,Touch Me,The Doors,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,20,Fire,Jimi Hendrix,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,21,Jamming,Bob Marley,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,22,My Cherie Amour,Stevie Wonder,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,23,Inner City Blues (Make Me Wanna Holler),Marvin Gaye,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,24,Baby I Love You,Aretha Franklin,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,25,I'm Still Standing,Elton John,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,26,Blue Suede Shoes,Elvis Presley,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,27,Mess Around,Ray Charles,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,28,"Memphis, Tennessee",Chuck Berry,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,29,"Fun, Fun, Fun",The Beach Boys,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,30,I Am a Rock,Simon & Garfunkel,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,31,Street Spirit (Fade Out),Radiohead,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,32,Cigarettes & Alcohol,Oasis,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,33,Speed of Sound,Coldplay,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,34,Give It Away,Red Hot Chili Peppers,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,35,"De Do Do Do, De Da Da Da",The Police,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,36,Born to Be My Baby,Bon Jovi,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,37,Who's Crying Now,Journey,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,38,All My Life,Foo Fighters,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,39,Last Kiss,Pearl Jam,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,40,21 Guns,Green Day,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,41,New Divide,Linkin Park,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,42,Snap Out of It,Arctic Monkeys,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,43,The Man,The Killers,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,44,Pictures of You,The Cure,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,45,Precious,Depeche Mode,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,46,Blow Up the Outside World,Soundgarden,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,47,My Doorbell,The White Stripes,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,48,Life During Wartime,Talking Heads,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,49,Beetlebum,Blur,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,50,Tunnel of Love,Dire Straits,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,51,Love in an Elevator,Aerosmith,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,52,"What's the Frequency, Kenneth?",R.E.M.,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,53,Ask,The Smiths,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,54,Time Is Running Out,Muse,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,55,Dance the Night Away,Van Halen,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,56,Runnin' Down a Dream,Tom Petty and the Heartbreakers,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,57,Like a Rock,Bob Seger,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,58,Clampdown,The Clash,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,59,Come Dancing,The Kinks,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,60,Black Sabbath,Black Sabbath,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,61,La Isla Bonita,Madonna,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,62,So Emotional,Whitney Houston,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,63,River Deep – Mountain High,Tina Turner,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,64,"Knowing Me, Knowing You",ABBA,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,65,Massachusetts,Bee Gees,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,66,The Goonies 'R' Good Enough,Cyndi Lauper,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,67,Chasing Pavements,Adele,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,68,Wake Up Alone,Amy Winehouse,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,69,Another Saturday Night,Sam Cooke,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,70,Fa-Fa-Fa-Fa-Fa (Sad Song),Otis Redding,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,71,If I Were a Boy,Beyoncé,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,72,Rude Boy,Rihanna,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,73,Alejandro,Lady Gaga,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,74,Last Friday Night (T.G.I.F.),Katy Perry,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,75,Bad Blood,Taylor Swift,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,76,Galway Girl,Ed Sheeran,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,77,Treasure,Bruno Mars,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,78,I Feel It Coming,The Weeknd,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,79,Dance the Night,Dua Lipa,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,80,Bird Set Free,Sia,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,81,Mockingbird,Eminem,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,82,Holy Grail,Jay-Z,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,83,Bound 2,Kanye West,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,84,"Bitch, Don't Kill My Vibe",Kendrick Lamar,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,85,Passionfruit,Drake,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,86,All Eyez on Me,2Pac,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,87,Warning,The Notorious B.I.G.,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,88,Ain't No Fun (If the Homies Can't Have None),Snoop Dogg,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,89,Deep Cover,Dr. Dre,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,90,Elevators (Me & You),OutKast,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,91,Un-thinkable (I'm Ready),Alicia Keys,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,92,P.D.A. (We Just Don't Care),John Legend,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,93,Writing's on the Wall,Sam Smith,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,94,Liability,Lorde,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,95,Everything I Wanted,Billie Eilish,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,96,Bones,Imagine Dragons,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,97,Animals,Maroon 5,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,98,Love Runs Out,OneRepublic,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,99,Something About Us,Daft Punk,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 7,Volume,Vol. 7,100,Into the Night,Santana,,https://open.spotify.com/playlist/566QLmMG2tsJGZsQmDrBiF
TB 100 Vol. 8,Volume,Vol. 8,1,Radio Ga Ga,Queen,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,2,Twist and Shout,The Beatles,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,3,Rock with You,Michael Jackson,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,4,Heartbreaker,Led Zeppelin,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,5,Dumb,Nirvana,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,6,Wild Horses,The Rolling Stones,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,7,Lay Lady Lay,Bob Dylan,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,8,Ashes to Ashes,David Bowie,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,9,U Got the Look,Prince,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,10,Streets of Philadelphia,Bruce Springsteen,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,11,Desire,U2,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,12,Brain Damage,Pink Floyd,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,13,The Kids Are Alright,The Who,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,14,Whole Lotta Rosie,AC/DC,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,15,Sad but True,Metallica,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,16,Civil War,Guns N' Roses,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,17,New Kid in Town,Eagles,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,18,Gypsy,Fleetwood Mac,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,19,Roadhouse Blues,The Doors,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,20,Crosstown Traffic,Jimi Hendrix,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
TB 100 Vol. 8,Volume,Vol. 8,21,"Get Up, Stand Up",Bob Marley,,https://open.spotify.com/playlist/67psZqcWNodGcqKNLM8o9A
